Voltage control
Voltage is set directly according to setter.

Constant setpoint
Value (V)
0

Stop buffer (mm), Syringe diameter (mm)
5,20.5

Time (ms),Force (N),Flowrate (ml/s),Control action (8 bit),Loadcell (24 bit),Ticks (rotations)
54428,-3.60383,0.00000,0,-125279,1
54518,-3.60494,0.00000,0,-125317,1
54609,-3.60500,0.00000,0,-125319,1
54700,-3.60471,0.00000,0,-125309,1
54791,-3.60535,0.00000,0,-125331,1
54882,-3.60485,0.00000,0,-125314,1
54972,-3.60378,0.00000,0,-125277,1
55063,-3.60293,0.00000,0,-125248,1
55155,-3.60287,0.00000,0,-125246,1
55246,-3.60386,0.00000,0,-125280,1
55337,-3.60348,0.00000,0,-125267,1
55427,-3.60418,0.00000,0,-125291,1
55518,-3.60456,0.00000,0,-125304,1
55609,-3.60453,0.00000,0,-125303,1
55700,-3.60424,0.00000,0,-125293,1
55791,-3.60345,0.00000,0,-125266,1
55882,-3.60383,0.00000,0,-125279,1
55973,-3.60383,0.00000,0,-125279,1
56064,-3.60447,0.00000,0,-125301,1
56155,-3.60430,0.00000,0,-125295,1
56246,-3.60544,0.00000,0,-125334,1
56336,-3.60509,0.00000,0,-125322,1
56427,-3.60415,0.00000,0,-125290,1
56519,-3.60436,0.00000,0,-125297,1
56610,-3.60311,0.00000,0,-125254,1
56701,-3.60351,0.00000,0,-125268,1
56791,-3.60407,0.00000,0,-125287,1
56882,-3.60430,0.00000,0,-125295,1
56973,-3.60506,0.00000,0,-125321,1
57064,-3.60558,0.00000,0,-125339,1
57155,-3.60398,0.00000,0,-125284,1
57246,-3.60500,0.00000,0,-125319,1
57337,-3.60538,0.00000,0,-125332,1
57428,-3.60471,0.00000,0,-125309,1
57519,-3.60412,0.00000,0,-125289,1
57610,-3.60249,0.00000,0,-125233,1
57700,-3.60311,0.00000,0,-125254,1
57791,-3.60340,0.00000,0,-125264,1
57882,-3.60366,0.00000,0,-125273,1
57974,-3.60453,0.00000,0,-125303,1
58065,-3.60558,0.00000,0,-125339,1
58155,-3.60555,0.00000,0,-125338,1
58246,-3.60319,0.00000,0,-125257,1
58337,-3.60211,0.00000,0,-125220,1
58428,-3.60287,0.00000,0,-125246,1
58518,-3.60302,0.00000,0,-125251,1
58610,-3.60427,0.00000,0,-125294,1
58701,-3.60462,0.00000,0,-125306,1
58792,-3.60442,0.00000,0,-125299,1
58883,-3.60284,0.00000,0,-125245,1
58973,-3.60244,0.00000,0,-125231,1
59064,-3.60322,0.00000,0,-125258,1
59155,-3.60398,0.00000,0,-125284,1
59246,-3.60395,0.00000,0,-125283,1
59338,-3.60404,0.00000,0,-125286,1
59428,-3.60447,0.00000,0,-125301,1
59519,-3.60503,0.00000,0,-125320,1
59610,-3.60311,0.00000,0,-125254,1
59701,-3.60424,0.00000,0,-125293,1
59792,-3.60517,0.00000,0,-125325,1
59882,-3.60511,0.00000,0,-125323,1
59973,-3.60404,0.00000,0,-125286,1
60065,-3.60316,0.00000,0,-125256,1
60156,-3.60386,0.00000,0,-125280,1
60247,-3.60328,0.00000,0,-125260,1
60337,-3.60267,0.00000,0,-125239,1
60428,-3.60249,0.00000,0,-125233,1
60519,-3.60206,0.00000,0,-125218,1
60610,-3.60229,0.00000,0,-125226,1
60702,-3.60444,0.00000,0,-125300,1
60792,-3.60506,0.00000,0,-125321,1
60883,-3.60430,0.00000,0,-125295,1
60974,-3.60305,0.00000,0,-125252,1
61065,-3.60340,0.00000,0,-125264,1
61156,-3.60421,0.00000,0,-125292,1
61246,-3.60447,0.00000,0,-125301,1
61337,-3.60544,0.00000,0,-125334,1
61429,-3.60471,0.00000,0,-125309,1
61520,-3.60249,0.00000,0,-125233,1
61611,-3.60232,0.00000,0,-125227,1
61701,-3.60290,0.00000,0,-125247,1
61792,-3.60389,0.00000,0,-125281,1
61883,-3.60331,0.00000,0,-125261,1
61974,-3.60366,0.00000,0,-125273,1
62066,-3.60354,0.00000,0,-125269,1
62156,-3.60287,0.00000,0,-125246,1
62247,-3.60150,0.00000,0,-125199,1
62338,-3.60264,0.00000,0,-125238,1
62429,-3.60246,0.00000,0,-125232,1
62520,-3.60238,0.00000,0,-125229,1
62610,-3.60287,0.00000,0,-125246,1
62701,-3.60249,0.00000,0,-125233,1
62793,-3.60194,0.00000,0,-125214,1
62884,-3.60264,0.00000,0,-125238,1
62975,-3.60284,0.00000,0,-125245,1
63065,-3.60238,0.00000,0,-125229,1
63156,-3.60211,0.00000,0,-125220,1
63247,-3.60302,0.00000,0,-125251,1
63338,-3.60340,0.00000,0,-125264,1
63429,-3.60488,0.00000,0,-125315,1
63520,-3.60462,0.00000,0,-125306,1
63611,-3.60273,0.00000,0,-125241,1
63702,-3.60162,0.00000,0,-125203,1
63793,-3.60276,0.00000,0,-125242,1
63883,-3.60392,0.00000,0,-125282,1
63974,-3.60337,0.00000,0,-125263,1
64065,-3.60366,0.00000,0,-125273,1
64157,-3.60832,0.00000,0,-125433,1
64248,-3.61021,0.00000,0,-125498,1
64338,-3.60756,0.00000,0,-125407,1
64429,-3.60654,0.00000,0,-125372,1
64520,-3.62827,0.00000,0,-126118,1
64611,-3.65605,0.00000,0,-127072,1
64702,-3.65748,0.00000,0,-127121,1
64792,-3.65480,0.00000,0,-127029,1
64884,-3.65369,0.00000,0,-126991,1
64975,-3.65369,0.00000,0,-126991,1
65066,-3.65384,0.00000,0,-126996,1
65157,-3.65425,0.00000,0,-127010,1
65247,-3.65541,0.00000,0,-127050,1
65338,-3.65384,0.00000,0,-126996,1
65429,-3.65416,0.00000,0,-127007,1
65521,-3.65221,0.00000,0,-126940,1
65612,-3.65375,0.00000,0,-126993,1
65702,-3.65335,0.00000,0,-126979,1
65793,-3.65116,0.00000,0,-126904,1
65884,-3.65317,0.00000,0,-126973,1
65975,-3.65113,0.00000,0,-126903,1
66066,-3.65122,0.00000,0,-126906,1
66157,-3.65425,0.00000,0,-127010,1
66248,-3.65311,0.00000,0,-126971,1
66339,-3.65203,0.00000,0,-126934,1
66430,-3.65183,0.00000,0,-126927,1
66521,-3.65422,0.00000,0,-127009,1
66612,-3.65358,0.00000,0,-126987,1
66702,-3.65262,0.00000,0,-126954,1
66793,-3.65183,0.00000,0,-126927,1
66884,-3.65102,0.00000,0,-126899,1
66976,-3.65372,0.00000,0,-126992,1
67066,-3.65270,0.00000,0,-126957,1
67157,-3.65201,0.00000,0,-126933,1
67248,-3.65332,0.00000,0,-126978,1
67339,-3.65390,0.00000,0,-126998,1
67430,-3.65410,0.00000,0,-127005,1
67520,-3.65329,0.00000,0,-126977,1
67612,-3.65291,0.00000,0,-126964,1
67703,-3.65367,0.00000,0,-126990,1
67794,-3.65372,0.00000,0,-126992,1
67885,-3.65227,0.00000,0,-126942,1
67975,-3.65253,0.00000,0,-126951,1
68066,-3.65305,0.00000,0,-126969,1
68157,-3.65270,0.00000,0,-126957,1
68248,-3.65285,0.00000,0,-126962,1
68340,-3.65256,0.00000,0,-126952,1
68430,-3.65320,0.00000,0,-126974,1
68521,-3.65308,0.00000,0,-126970,1
68612,-3.65090,0.00000,0,-126895,1
68703,-3.65081,0.00000,0,-126892,1
68793,-3.65250,0.00000,0,-126950,1
68884,-3.65139,0.00000,0,-126912,1
68975,-3.65174,0.00000,0,-126924,1
69067,-3.65192,0.00000,0,-126930,1
69158,-3.65224,0.00000,0,-126941,1
69249,-3.65218,0.00000,0,-126939,1
69339,-3.65160,0.00000,0,-126919,1
69430,-3.65163,0.00000,0,-126920,1
69521,-3.65262,0.00000,0,-126954,1
69612,-3.65227,0.00000,0,-126942,1
69703,-3.65201,0.00000,0,-126933,1
69794,-3.65221,0.00000,0,-126940,1
69885,-3.65052,0.00000,0,-126882,1
69976,-3.65125,0.00000,0,-126907,1
70067,-3.64994,0.00000,0,-126862,1
70157,-3.65201,0.00000,0,-126933,1
70248,-3.65201,0.00000,0,-126933,1
70339,-3.65110,0.00000,0,-126902,1
70431,-3.65241,0.00000,0,-126947,1
70522,-3.65087,0.00000,0,-126894,1
70612,-3.64991,0.00000,0,-126861,1
70703,-3.65128,0.00000,0,-126908,1
70794,-3.65279,0.00000,0,-126960,1
70885,-3.65320,0.00000,0,-126974,1
70976,-3.65361,0.00000,0,-126988,1
71066,-3.65279,0.00000,0,-126960,1
71158,-3.65169,0.00000,0,-126922,1
71249,-3.65061,0.00000,0,-126885,1
71340,-3.65075,0.00000,0,-126890,1
71431,-3.65113,0.00000,0,-126903,1
71521,-3.65189,0.00000,0,-126929,1
71612,-3.65270,0.00000,0,-126957,1
71703,-3.65428,0.00000,0,-127011,1
71795,-3.65259,0.00000,0,-126953,1
71886,-3.65104,0.00000,0,-126900,1
71976,-3.65203,0.00000,0,-126934,1
72067,-3.65136,0.00000,0,-126911,1
72158,-3.65070,0.00000,0,-126888,1
72249,-3.65169,0.00000,0,-126922,1
72340,-3.65131,0.00000,0,-126909,1
72430,-3.65087,0.00000,0,-126894,1
72522,-3.65043,0.00000,0,-126879,1
72613,-3.65174,0.00000,0,-126924,1
72704,-3.65113,0.00000,0,-126903,1
72795,-3.65122,0.00000,0,-126906,1
72885,-3.65061,0.00000,0,-126885,1
72976,-3.65157,0.00000,0,-126918,1
73067,-3.65326,0.00000,0,-126976,1
73159,-3.65221,0.00000,0,-126940,1
73250,-3.65145,0.00000,0,-126914,1
73340,-3.65297,0.00000,0,-126966,1
73431,-3.65177,0.00000,0,-126925,1
73522,-3.65151,0.00000,0,-126916,1
73613,-3.65099,0.00000,0,-126898,1
73704,-3.65116,0.00000,0,-126904,1
73794,-3.65107,0.00000,0,-126901,1
73886,-3.65043,0.00000,0,-126879,1
73977,-3.65017,0.00000,0,-126870,1
74068,-3.65186,0.00000,0,-126928,1
74159,-3.65157,0.00000,0,-126918,1
74249,-3.64985,0.00000,0,-126859,1
74340,-3.64994,0.00000,0,-126862,1
74431,-3.65008,0.00000,0,-126867,1
74522,-3.65119,0.00000,0,-126905,1
74614,-3.65087,0.00000,0,-126894,1
74704,-3.65236,0.00000,0,-126945,1
74795,-3.65157,0.00000,0,-126918,1
74886,-3.65113,0.00000,0,-126903,1
74977,-3.65151,0.00000,0,-126916,1
75068,-3.65268,0.00000,0,-126956,1
75158,-3.65404,0.00000,0,-127003,1
75250,-3.65195,0.00000,0,-126931,1
75341,-3.65096,0.00000,0,-126897,1
75432,-3.65000,0.00000,0,-126864,1
75523,-3.65093,0.00000,0,-126896,1
75613,-3.65029,0.00000,0,-126874,1
75704,-3.64985,0.00000,0,-126859,1
75795,-3.65102,0.00000,0,-126899,1
75886,-3.65151,0.00000,0,-126916,1
75978,-3.65163,0.00000,0,-126920,1
76068,-3.65224,0.00000,0,-126941,1
76159,-3.64970,0.00000,0,-126854,1
76250,-3.65294,0.00000,0,-126965,1
76341,-3.65198,0.00000,0,-126932,1
76432,-3.65844,0.00000,0,-127154,1
76522,-3.67050,0.00000,0,-127568,1
76613,-3.65521,0.00000,0,-127043,1
76705,-3.61802,0.00000,0,-125766,1
76796,-3.52345,0.00000,0,-122519,1
76887,-3.48518,0.00000,0,-121205,1
76977,-3.50644,0.00000,0,-121935,1
77068,-3.50953,0.00000,0,-122041,1
77159,-3.50967,0.00000,0,-122046,1
77250,-3.50921,0.00000,0,-122030,1
77342,-3.50976,0.00000,0,-122049,1
77432,-3.50932,0.00000,0,-122034,1
77523,-3.50947,0.00000,0,-122039,1
77614,-3.50924,0.00000,0,-122031,1
77705,-3.50828,0.00000,0,-121998,1
77795,-3.50775,0.00000,0,-121980,1
77886,-3.50813,0.00000,0,-121993,1
77977,-3.50758,0.00000,0,-121974,1
78069,-3.50906,0.00000,0,-122025,1
78160,-3.50886,0.00000,0,-122018,1
78250,-3.50720,0.00000,0,-121961,1
78341,-3.50676,0.00000,0,-121946,1
78432,-3.50635,0.00000,0,-121932,1
78523,-3.50702,0.00000,0,-121955,1
78614,-3.50900,0.00000,0,-122023,1
78705,-3.50854,0.00000,0,-122007,1
78796,-3.50720,0.00000,0,-121961,1
78887,-3.50763,0.00000,0,-121976,1
78978,-3.50801,0.00000,0,-121989,1
79069,-3.50857,0.00000,0,-122008,1
79159,-3.50737,0.00000,0,-121967,1
79250,-3.50761,0.00000,0,-121975,1
79341,-3.50935,0.00000,0,-122035,1
79433,-3.50927,0.00000,0,-122032,1
79524,-3.50737,0.00000,0,-121967,1
79614,-3.50653,0.00000,0,-121938,1
79705,-3.50627,0.00000,0,-121929,1
79796,-3.50583,0.00000,0,-121914,1
79887,-3.50699,0.00000,0,-121954,1
79978,-3.50635,0.00000,0,-121932,1
80068,-3.50586,0.00000,0,-121915,1
80160,-3.50635,0.00000,0,-121932,1
80251,-3.50647,0.00000,0,-121936,1
80342,-3.50551,0.00000,0,-121903,1
80433,-3.50568,0.00000,0,-121909,1
80523,-3.50650,0.00000,0,-121937,1
80614,-3.50670,0.00000,0,-121944,1
80705,-3.50676,0.00000,0,-121946,1
80797,-3.50615,0.00000,0,-121925,1
80888,-3.50679,0.00000,0,-121947,1
80978,-3.50679,0.00000,0,-121947,1
81069,-3.50728,0.00000,0,-121964,1
81160,-3.50749,0.00000,0,-121971,1
81251,-3.50766,0.00000,0,-121977,1
81341,-3.50696,0.00000,0,-121953,1
81432,-3.50746,0.00000,0,-121970,1
81524,-3.50656,0.00000,0,-121939,1
81615,-3.50560,0.00000,0,-121906,1
81706,-3.50542,0.00000,0,-121900,1
81796,-3.50554,0.00000,0,-121904,1
81887,-3.50714,0.00000,0,-121959,1
81978,-3.50696,0.00000,0,-121953,1
82069,-3.50769,0.00000,0,-121978,1
82161,-3.50568,0.00000,0,-121909,1
82251,-3.50650,0.00000,0,-121937,1
82342,-3.50691,0.00000,0,-121951,1
82433,-3.50516,0.00000,0,-121891,1
82524,-3.50525,0.00000,0,-121894,1
82615,-3.50437,0.00000,0,-121864,1
82705,-3.50571,0.00000,0,-121910,1
82796,-3.50641,0.00000,0,-121934,1
82888,-3.50539,0.00000,0,-121899,1
82979,-3.50621,0.00000,0,-121927,1
83070,-3.50740,0.00000,0,-121968,1
83160,-3.50702,0.00000,0,-121955,1
83251,-3.50714,0.00000,0,-121959,1
83342,-3.50752,0.00000,0,-121972,1
83433,-3.50694,0.00000,0,-121952,1
83524,-3.50609,0.00000,0,-121923,1
83615,-3.50545,0.00000,0,-121901,1
83706,-3.50679,0.00000,0,-121947,1
83797,-3.50568,0.00000,0,-121909,1
83888,-3.50478,0.00000,0,-121878,1
83979,-3.50583,0.00000,0,-121914,1
84069,-3.50618,0.00000,0,-121926,1
84160,-3.50627,0.00000,0,-121929,1
84252,-3.50670,0.00000,0,-121944,1
84343,-3.50408,0.00000,0,-121854,1
84434,-3.50504,0.00000,0,-121887,1
84524,-3.50530,0.00000,0,-121896,1
84615,-3.50583,0.00000,0,-121914,1
84706,-3.50685,0.00000,0,-121949,1
84797,-3.50516,0.00000,0,-121891,1
84888,-3.50376,0.00000,0,-121843,1
84979,-3.50493,0.00000,0,-121883,1
85070,-3.50714,0.00000,0,-121959,1
85161,-3.50822,0.00000,0,-121996,1
85252,-3.50854,0.00000,0,-122007,1
85343,-3.50664,0.00000,0,-121942,1
85433,-3.50612,0.00000,0,-121924,1
85524,-3.50548,0.00000,0,-121902,1
85615,-3.50650,0.00000,0,-121937,1
85707,-3.50522,0.00000,0,-121893,1
85798,-3.50565,0.00000,0,-121908,1
85888,-3.50635,0.00000,0,-121932,1
85979,-3.50606,0.00000,0,-121922,1
86070,-3.50661,0.00000,0,-121941,1
86161,-3.50562,0.00000,0,-121907,1
86252,-3.50676,0.00000,0,-121946,1
86343,-3.50691,0.00000,0,-121951,1
86434,-3.50635,0.00000,0,-121932,1
86525,-3.50667,0.00000,0,-121943,1
86616,-3.50609,0.00000,0,-121923,1
86707,-3.50659,0.00000,0,-121940,1
86797,-3.50493,0.00000,0,-121883,1
86888,-3.50408,0.00000,0,-121854,1
86979,-3.50458,0.00000,0,-121871,1
87071,-3.50545,0.00000,0,-121901,1
87162,-3.50627,0.00000,0,-121929,1
87252,-3.50504,0.00000,0,-121887,1
87343,-3.50507,0.00000,0,-121888,1
87434,-3.50624,0.00000,0,-121928,1
87525,-3.50661,0.00000,0,-121941,1
87616,-3.50589,0.00000,0,-121916,1
87706,-3.50696,0.00000,0,-121953,1
87798,-3.50752,0.00000,0,-121972,1
87889,-3.50565,0.00000,0,-121908,1
87980,-3.50379,0.00000,0,-121844,1
88071,-3.50376,0.00000,0,-121843,1
88161,-3.50472,0.00000,0,-121876,1
88252,-3.50638,0.00000,0,-121933,1
88343,-3.50661,0.00000,0,-121941,1
88435,-3.50699,0.00000,0,-121954,1
88526,-3.50766,0.00000,0,-121977,1
88616,-3.50644,0.00000,0,-121935,1
88707,-3.50536,0.00000,0,-121898,1
88798,-3.50600,0.00000,0,-121920,1
88889,-3.50699,0.00000,0,-121954,1
88980,-3.50676,0.00000,0,-121946,1
89070,-3.50711,0.00000,0,-121958,1
89162,-3.50685,0.00000,0,-121949,1
89253,-3.50667,0.00000,0,-121943,1
89344,-3.50583,0.00000,0,-121914,1
89435,-3.50466,0.00000,0,-121874,1
89525,-3.50612,0.00000,0,-121924,1
89616,-3.50594,0.00000,0,-121918,1
89707,-3.50408,0.00000,0,-121854,1
89799,-3.50461,0.00000,0,-121872,1
89889,-3.50548,0.00000,0,-121902,1
89980,-3.50740,0.00000,0,-121968,1
90071,-3.50737,0.00000,0,-121967,1
90162,-3.50481,0.00000,0,-121879,1
90253,-3.50385,0.00000,0,-121846,1
90343,-3.50539,0.00000,0,-121899,1
90434,-3.50659,0.00000,0,-121940,1
90526,-3.50743,0.00000,0,-121969,1
90617,-3.50493,0.00000,0,-121883,1
90708,-3.50385,0.00000,0,-121846,1
90798,-3.50426,0.00000,0,-121860,1
90889,-3.50379,0.00000,0,-121844,1
90980,-3.50449,0.00000,0,-121868,1
91071,-3.50431,0.00000,0,-121862,1
91162,-3.50458,0.00000,0,-121871,1
91253,-3.50463,0.00000,0,-121873,1
91344,-3.50405,0.00000,0,-121853,1
91435,-3.50510,0.00000,0,-121889,1
91526,-3.50434,0.00000,0,-121863,1
91617,-3.50277,0.00000,0,-121809,1
91707,-3.50271,0.00000,0,-121807,1
91798,-3.50338,0.00000,0,-121830,1
91890,-3.50536,0.00000,0,-121898,1
91981,-3.50557,0.00000,0,-121905,1
92072,-3.50396,0.00000,0,-121850,1
92162,-3.50501,0.00000,0,-121886,1
92253,-3.50586,0.00000,0,-121915,1
92344,-3.50507,0.00000,0,-121888,1
92435,-3.50428,0.00000,0,-121861,1
92525,-3.50431,0.00000,0,-121862,1
92617,-3.50455,0.00000,0,-121870,1
92708,-3.50484,0.00000,0,-121880,1
92799,-3.50359,0.00000,0,-121837,1
92890,-3.50379,0.00000,0,-121844,1
92981,-3.50466,0.00000,0,-121874,1
93071,-3.50440,0.00000,0,-121865,1
93162,-3.50350,0.00000,0,-121834,1
93253,-3.50495,0.00000,0,-121884,1
93345,-3.50647,0.00000,0,-121936,1
93435,-3.50490,0.00000,0,-121882,1
93526,-3.50428,0.00000,0,-121861,1
93617,-3.50455,0.00000,0,-121870,1
93708,-3.50399,0.00000,0,-121851,1
93799,-3.50554,0.00000,0,-121904,1
93889,-3.50361,0.00000,0,-121838,1
93981,-3.50295,0.00000,0,-121815,1
94072,-3.50370,0.00000,0,-121841,1
94163,-3.50361,0.00000,0,-121838,1
94254,-3.50495,0.00000,0,-121884,1
94344,-3.50411,0.00000,0,-121855,1
94435,-3.50198,0.00000,0,-121782,1
94526,-3.50242,0.00000,0,-121797,1
94617,-3.50554,0.00000,0,-121904,1
94709,-3.50603,0.00000,0,-121921,1
94799,-3.50431,0.00000,0,-121862,1
94890,-3.50306,0.00000,0,-121819,1
94981,-3.50376,0.00000,0,-121843,1
95072,-3.50574,0.00000,0,-121911,1
95163,-3.50594,0.00000,0,-121918,1
95253,-3.50545,0.00000,0,-121901,1
95345,-3.50539,0.00000,0,-121899,1
95436,-3.50516,0.00000,0,-121891,1
95527,-3.50458,0.00000,0,-121871,1
95618,-3.50644,0.00000,0,-121935,1
95708,-3.50597,0.00000,0,-121919,1
95799,-3.50463,0.00000,0,-121873,1
95890,-3.50385,0.00000,0,-121846,1
95981,-3.50289,0.00000,0,-121813,1
96073,-3.50149,0.00000,0,-121765,1
96163,-3.50257,0.00000,0,-121802,1
96254,-3.50423,0.00000,0,-121859,1
96345,-3.50399,0.00000,0,-121851,1
96436,-3.50361,0.00000,0,-121838,1
96527,-3.50434,0.00000,0,-121863,1
96617,-3.50420,0.00000,0,-121858,1
96708,-3.50423,0.00000,0,-121859,1
96800,-3.50388,0.00000,0,-121847,1
96891,-3.50478,0.00000,0,-121878,1
96982,-3.50525,0.00000,0,-121894,1
97072,-3.50335,0.00000,0,-121829,1
97163,-3.50292,0.00000,0,-121814,1
97254,-3.50361,0.00000,0,-121838,1
97345,-3.50545,0.00000,0,-121901,1
97437,-3.50612,0.00000,0,-121924,1
97527,-3.50583,0.00000,0,-121914,1
97618,-3.50542,0.00000,0,-121900,1
97709,-3.50621,0.00000,0,-121927,1
97800,-3.50522,0.00000,0,-121893,1
97891,-3.50373,0.00000,0,-121842,1
97981,-3.50292,0.00000,0,-121814,1
98072,-3.50309,0.00000,0,-121820,1
98164,-3.50391,0.00000,0,-121848,1
98255,-3.50461,0.00000,0,-121872,1
98345,-3.50487,0.00000,0,-121881,1
98436,-3.50449,0.00000,0,-121868,1
98527,-3.50452,0.00000,0,-121869,1
98618,-3.50478,0.00000,0,-121878,1
98709,-3.50560,0.00000,0,-121906,1
98799,-3.50504,0.00000,0,-121887,1
98891,-3.50353,0.00000,0,-121835,1
98982,-3.49957,0.00000,0,-121699,1
99073,-3.51966,0.00000,0,-122389,1
99164,-3.56999,0.00000,0,-124117,1
99254,-3.63561,0.00000,0,-126370,1
99345,-3.68981,0.00000,0,-128231,1
99436,-3.70064,0.00000,0,-128603,1
99528,-3.70073,0.00000,0,-128606,1
99619,-3.70172,0.00000,0,-128640,1
99709,-3.70181,0.00000,0,-128643,1
99800,-3.70099,0.00000,0,-128615,1
99891,-3.70131,0.00000,0,-128626,1
99982,-3.69986,0.00000,0,-128576,1
100073,-3.69901,0.00000,0,-128547,1
100163,-3.70021,0.00000,0,-128588,1
100255,-3.70024,0.00000,0,-128589,1
100346,-3.70114,0.00000,0,-128620,1
100437,-3.70166,0.00000,0,-128638,1
100528,-3.70085,0.00000,0,-128610,1
100618,-3.70094,0.00000,0,-128613,1
100709,-3.70152,0.00000,0,-128633,1
100800,-3.70061,0.00000,0,-128602,1
100892,-3.69994,0.00000,0,-128579,1
100983,-3.69881,0.00000,0,-128540,1
101073,-3.69846,0.00000,0,-128528,1
101164,-3.69863,0.00000,0,-128534,1
101255,-3.69977,0.00000,0,-128573,1
101346,-3.70088,0.00000,0,-128611,1
101437,-3.70070,0.00000,0,-128605,1
101527,-3.70050,0.00000,0,-128598,1
101619,-3.70012,0.00000,0,-128585,1
101710,-3.70105,0.00000,0,-128617,1
101801,-3.70064,0.00000,0,-128603,1
101892,-3.70067,0.00000,0,-128604,1
101982,-3.70140,0.00000,0,-128629,1
102073,-3.70056,0.00000,0,-128600,1
102164,-3.69823,0.00000,0,-128520,1
102255,-3.69907,0.00000,0,-128549,1
102347,-3.69916,0.00000,0,-128552,1
102437,-3.69925,0.00000,0,-128555,1
102528,-3.70035,0.00000,0,-128593,1
102619,-3.70053,0.00000,0,-128599,1
102710,-3.70003,0.00000,0,-128582,1
102801,-3.70024,0.00000,0,-128589,1
102892,-3.70073,0.00000,0,-128606,1
102983,-3.69992,0.00000,0,-128578,1
103074,-3.69828,0.00000,0,-128522,1
103165,-3.69863,0.00000,0,-128534,1
103256,-3.69933,0.00000,0,-128558,1
103347,-3.69831,0.00000,0,-128523,1
103438,-3.69997,0.00000,0,-128580,1
103528,-3.70041,0.00000,0,-128595,1
103619,-3.70149,0.00000,0,-128632,1
103711,-3.70035,0.00000,0,-128593,1
103802,-3.69863,0.00000,0,-128534,1
103892,-3.69834,0.00000,0,-128524,1
103983,-3.69904,0.00000,0,-128548,1
104074,-3.69962,0.00000,0,-128568,1
104165,-3.69910,0.00000,0,-128550,1
104256,-3.69954,0.00000,0,-128565,1
104346,-3.70056,0.00000,0,-128600,1
104438,-3.70120,0.00000,0,-128622,1
104529,-3.70021,0.00000,0,-128588,1
104620,-3.69951,0.00000,0,-128564,1
104711,-3.69895,0.00000,0,-128545,1
104801,-3.69997,0.00000,0,-128580,1
104892,-3.70009,0.00000,0,-128584,1
104983,-3.70012,0.00000,0,-128585,1
105075,-3.70053,0.00000,0,-128599,1
105166,-3.69948,0.00000,0,-128563,1
105256,-3.69808,0.00000,0,-128515,1
105347,-3.69858,0.00000,0,-128532,1
105438,-3.69869,0.00000,0,-128536,1
105529,-3.69954,0.00000,0,-128565,1
105620,-3.69945,0.00000,0,-128562,1
105710,-3.69878,0.00000,0,-128539,1
105802,-3.69925,0.00000,0,-128555,1
105893,-3.69939,0.00000,0,-128560,1
105984,-3.70000,0.00000,0,-128581,1
106075,-3.69957,0.00000,0,-128566,1
106165,-3.69997,0.00000,0,-128580,1
106256,-3.70047,0.00000,0,-128597,1
106347,-3.69922,0.00000,0,-128554,1
106439,-3.69930,0.00000,0,-128557,1
106530,-3.70146,0.00000,0,-128631,1
106620,-3.70000,0.00000,0,-128581,1
106711,-3.69858,0.00000,0,-128532,1
106802,-3.70035,0.00000,0,-128593,1
106893,-3.69933,0.00000,0,-128558,1
106983,-3.69834,0.00000,0,-128524,1
107074,-3.69901,0.00000,0,-128547,1
107166,-3.70061,0.00000,0,-128602,1
107257,-3.70029,0.00000,0,-128591,1
107348,-3.70126,0.00000,0,-128624,1
107438,-3.69933,0.00000,0,-128558,1
107529,-3.69997,0.00000,0,-128580,1
107620,-3.70143,0.00000,0,-128630,1
107711,-3.70117,0.00000,0,-128621,1
107802,-3.69878,0.00000,0,-128539,1
107893,-3.69767,0.00000,0,-128501,1
107984,-3.69805,0.00000,0,-128514,1
108075,-3.69840,0.00000,0,-128526,1
108166,-3.69933,0.00000,0,-128558,1
108257,-3.70047,0.00000,0,-128597,1
108347,-3.69962,0.00000,0,-128568,1
108438,-3.70053,0.00000,0,-128599,1
108530,-3.69954,0.00000,0,-128565,1
108621,-3.69890,0.00000,0,-128543,1
108712,-3.69904,0.00000,0,-128548,1
108802,-3.69965,0.00000,0,-128569,1
108893,-3.69901,0.00000,0,-128547,1
108984,-3.69855,0.00000,0,-128531,1
109075,-3.69855,0.00000,0,-128531,1
109166,-3.69840,0.00000,0,-128526,1
109257,-3.69715,0.00000,0,-128483,1
109348,-3.69925,0.00000,0,-128555,1
109439,-3.70024,0.00000,0,-128589,1
109530,-3.69834,0.00000,0,-128524,1
109621,-3.69692,0.00000,0,-128475,1
109711,-3.69785,0.00000,0,-128507,1
109802,-3.69764,0.00000,0,-128500,1
109893,-3.69776,0.00000,0,-128504,1
109985,-3.69773,0.00000,0,-128503,1
110076,-3.69878,0.00000,0,-128539,1
110166,-3.69925,0.00000,0,-128555,1
110257,-3.69925,0.00000,0,-128555,1
110348,-3.69846,0.00000,0,-128528,1
110439,-3.69782,0.00000,0,-128506,1
110530,-3.69866,0.00000,0,-128535,1
110621,-3.69729,0.00000,0,-128488,1
110712,-3.69718,0.00000,0,-128484,1
110803,-3.69802,0.00000,0,-128513,1
110894,-3.69890,0.00000,0,-128543,1
110985,-3.69895,0.00000,0,-128545,1
111075,-3.69878,0.00000,0,-128539,1
111166,-3.69718,0.00000,0,-128484,1
111257,-3.69799,0.00000,0,-128512,1
111349,-3.70000,0.00000,0,-128581,1
111440,-3.69977,0.00000,0,-128573,1
111530,-3.70012,0.00000,0,-128585,1
111621,-3.69939,0.00000,0,-128560,1
111712,-3.69826,0.00000,0,-128521,1
