Voltage control
Voltage is set directly according to setter.

Constant setpoint
Value (V)
0

Stop buffer (mm), Syringe diameter (mm)
5,20.5

Time (ms),Force (N),Flowrate (ml/s),Control action (8 bit),Loadcell (24 bit),Ticks (rotations)
169181,-3.51547,0.00000,0,-122245,1
169272,-3.51500,0.00000,0,-122229,1
169363,-3.51538,0.00000,0,-122242,1
169454,-3.51497,0.00000,0,-122228,1
169545,-3.51640,0.00000,0,-122277,1
169636,-3.51602,0.00000,0,-122264,1
169727,-3.51690,0.00000,0,-122294,1
169818,-3.51585,0.00000,0,-122258,1
169909,-3.51550,0.00000,0,-122246,1
169999,-3.51759,0.00000,0,-122318,1
170090,-3.51579,0.00000,0,-122256,1
170181,-3.51492,0.00000,0,-122226,1
170273,-3.51596,0.00000,0,-122262,1
170363,-3.51503,0.00000,0,-122230,1
170454,-3.51591,0.00000,0,-122260,1
170545,-3.51588,0.00000,0,-122259,1
170636,-3.51500,0.00000,0,-122229,1
170727,-3.51474,0.00000,0,-122220,1
170817,-3.51439,0.00000,0,-122208,1
170909,-3.51407,0.00000,0,-122197,1
171000,-3.51524,0.00000,0,-122237,1
171091,-3.51675,0.00000,0,-122289,1
171182,-3.51582,0.00000,0,-122257,1
171272,-3.51559,0.00000,0,-122249,1
171363,-3.51602,0.00000,0,-122264,1
171454,-3.51658,0.00000,0,-122283,1
171545,-3.51655,0.00000,0,-122282,1
171636,-3.51474,0.00000,0,-122220,1
171727,-3.51462,0.00000,0,-122216,1
171818,-3.51535,0.00000,0,-122241,1
171909,-3.51588,0.00000,0,-122259,1
172000,-3.51547,0.00000,0,-122245,1
172090,-3.51366,0.00000,0,-122183,1
172181,-3.51384,0.00000,0,-122189,1
172273,-3.51477,0.00000,0,-122221,1
172364,-3.51407,0.00000,0,-122197,1
172455,-3.51404,0.00000,0,-122196,1
172545,-3.51445,0.00000,0,-122210,1
172636,-3.51492,0.00000,0,-122226,1
172727,-3.51494,0.00000,0,-122227,1
172818,-3.51334,0.00000,0,-122172,1
172909,-3.51346,0.00000,0,-122176,1
173000,-3.51311,0.00000,0,-122164,1
173091,-3.51468,0.00000,0,-122218,1
173182,-3.51515,0.00000,0,-122234,1
173273,-3.51436,0.00000,0,-122207,1
173364,-3.51462,0.00000,0,-122216,1
173454,-3.51573,0.00000,0,-122254,1
173545,-3.51561,0.00000,0,-122250,1
173636,-3.51521,0.00000,0,-122236,1
173728,-3.51416,0.00000,0,-122200,1
173818,-3.51323,0.00000,0,-122168,1
173909,-3.51422,0.00000,0,-122202,1
174000,-3.51422,0.00000,0,-122202,1
174091,-3.51413,0.00000,0,-122199,1
174182,-3.51328,0.00000,0,-122170,1
174272,-3.51550,0.00000,0,-122246,1
174364,-3.51521,0.00000,0,-122236,1
174455,-3.51448,0.00000,0,-122211,1
174546,-3.51416,0.00000,0,-122200,1
174637,-3.51442,0.00000,0,-122209,1
174727,-3.51550,0.00000,0,-122246,1
174818,-3.51451,0.00000,0,-122212,1
174909,-3.51395,0.00000,0,-122193,1
175000,-3.51393,0.00000,0,-122192,1
175092,-3.51521,0.00000,0,-122236,1
175182,-3.51468,0.00000,0,-122218,1
175273,-3.51471,0.00000,0,-122219,1
175364,-3.51492,0.00000,0,-122226,1
175455,-3.51430,0.00000,0,-122205,1
175546,-3.51506,0.00000,0,-122231,1
175636,-3.51454,0.00000,0,-122213,1
175727,-3.51398,0.00000,0,-122194,1
175819,-3.51494,0.00000,0,-122227,1
175910,-3.51401,0.00000,0,-122195,1
176000,-3.51401,0.00000,0,-122195,1
176091,-3.51433,0.00000,0,-122206,1
176182,-3.51576,0.00000,0,-122255,1
176273,-3.51503,0.00000,0,-122230,1
176364,-3.51465,0.00000,0,-122217,1
176455,-3.51559,0.00000,0,-122249,1
176546,-3.51468,0.00000,0,-122218,1
176637,-3.51404,0.00000,0,-122196,1
176728,-3.51427,0.00000,0,-122204,1
176819,-3.51349,0.00000,0,-122177,1
176909,-3.51247,0.00000,0,-122142,1
177000,-3.51186,0.00000,0,-122121,1
177091,-3.51285,0.00000,0,-122155,1
177183,-3.51302,0.00000,0,-122161,1
177273,-3.51282,0.00000,0,-122154,1
177364,-3.51372,0.00000,0,-122185,1
177455,-3.51538,0.00000,0,-122242,1
177546,-3.51550,0.00000,0,-122246,1
177637,-3.51526,0.00000,0,-122238,1
177727,-3.51355,0.00000,0,-122179,1
177818,-3.51299,0.00000,0,-122160,1
177910,-3.51247,0.00000,0,-122142,1
178001,-3.51366,0.00000,0,-122183,1
178092,-3.51471,0.00000,0,-122219,1
178182,-3.51393,0.00000,0,-122192,1
178273,-3.51328,0.00000,0,-122170,1
178364,-3.51413,0.00000,0,-122199,1
178455,-3.51422,0.00000,0,-122202,1
178546,-3.51299,0.00000,0,-122160,1
178637,-3.51436,0.00000,0,-122207,1
178728,-3.51419,0.00000,0,-122201,1
178819,-3.51221,0.00000,0,-122133,1
178910,-3.51244,0.00000,0,-122141,1
179000,-3.51226,0.00000,0,-122135,1
179091,-3.51235,0.00000,0,-122138,1
179182,-3.51395,0.00000,0,-122193,1
179274,-3.51445,0.00000,0,-122210,1
179365,-3.51331,0.00000,0,-122171,1
179455,-3.51378,0.00000,0,-122187,1
179546,-3.51314,0.00000,0,-122165,1
179637,-3.51261,0.00000,0,-122147,1
179728,-3.51366,0.00000,0,-122183,1
179819,-3.51460,0.00000,0,-122215,1
179909,-3.51276,0.00000,0,-122152,1
180001,-3.51334,0.00000,0,-122172,1
180092,-3.51500,0.00000,0,-122229,1
180183,-3.51486,0.00000,0,-122224,1
180273,-3.51419,0.00000,0,-122201,1
180364,-3.51264,0.00000,0,-122148,1
180455,-3.51317,0.00000,0,-122166,1
180546,-3.51401,0.00000,0,-122195,1
180638,-3.51390,0.00000,0,-122191,1
180728,-3.51451,0.00000,0,-122212,1
180819,-3.51500,0.00000,0,-122229,1
180910,-3.51471,0.00000,0,-122219,1
181001,-3.51436,0.00000,0,-122207,1
181092,-3.51311,0.00000,0,-122164,1
181182,-3.51235,0.00000,0,-122138,1
181273,-3.51162,0.00000,0,-122113,1
181365,-3.51171,0.00000,0,-122116,1
181456,-3.51200,0.00000,0,-122126,1
181546,-3.51299,0.00000,0,-122160,1
181637,-3.51465,0.00000,0,-122217,1
181728,-3.51299,0.00000,0,-122160,1
181819,-3.51244,0.00000,0,-122141,1
181910,-3.51235,0.00000,0,-122138,1
182001,-3.51229,0.00000,0,-122136,1
182092,-3.51296,0.00000,0,-122159,1
182183,-3.51387,0.00000,0,-122190,1
182274,-3.51401,0.00000,0,-122195,1
182365,-3.51090,0.00000,0,-122088,1
182455,-3.51142,0.00000,0,-122106,1
182546,-3.51314,0.00000,0,-122165,1
182637,-3.51331,0.00000,0,-122171,1
182729,-3.51282,0.00000,0,-122154,1
182819,-3.51349,0.00000,0,-122177,1
182910,-3.51311,0.00000,0,-122164,1
183001,-3.51299,0.00000,0,-122160,1
183092,-3.51413,0.00000,0,-122199,1
183183,-3.51235,0.00000,0,-122138,1
183273,-3.51194,0.00000,0,-122124,1
183364,-3.51101,0.00000,0,-122092,1
183456,-3.51101,0.00000,0,-122092,1
183547,-3.51122,0.00000,0,-122099,1
183638,-3.51133,0.00000,0,-122103,1
183728,-3.51087,0.00000,0,-122087,1
183819,-3.51078,0.00000,0,-122084,1
183910,-3.51049,0.00000,0,-122074,1
184001,-3.51075,0.00000,0,-122083,1
184092,-3.51110,0.00000,0,-122095,1
184183,-3.51072,0.00000,0,-122082,1
184274,-3.51075,0.00000,0,-122083,1
184365,-3.51063,0.00000,0,-122079,1
184456,-3.51087,0.00000,0,-122087,1
184546,-3.51046,0.00000,0,-122073,1
184637,-3.50918,0.00000,0,-122029,1
184728,-3.50903,0.00000,0,-122024,1
184820,-3.50828,0.00000,0,-121998,1
184911,-3.50862,0.00000,0,-122010,1
185001,-3.50959,0.00000,0,-122043,1
185092,-3.51098,0.00000,0,-122091,1
185183,-3.51145,0.00000,0,-122107,1
185274,-3.51093,0.00000,0,-122089,1
185364,-3.50935,0.00000,0,-122035,1
185455,-3.50973,0.00000,0,-122048,1
185547,-3.51081,0.00000,0,-122085,1
185638,-3.51020,0.00000,0,-122064,1
185729,-3.50848,0.00000,0,-122005,1
185819,-3.50985,0.00000,0,-122052,1
185910,-3.51052,0.00000,0,-122075,1
186001,-3.51072,0.00000,0,-122082,1
186092,-3.51060,0.00000,0,-122078,1
186184,-3.50862,0.00000,0,-122010,1
186274,-3.50857,0.00000,0,-122008,1
186365,-3.50886,0.00000,0,-122018,1
186456,-3.51058,0.00000,0,-122077,1
186547,-3.51122,0.00000,0,-122099,1
186638,-3.51034,0.00000,0,-122069,1
186728,-3.51040,0.00000,0,-122071,1
186819,-3.50985,0.00000,0,-122052,1
186911,-3.50938,0.00000,0,-122036,1
187002,-3.50982,0.00000,0,-122051,1
187092,-3.51037,0.00000,0,-122070,1
187183,-3.51063,0.00000,0,-122079,1
187274,-3.51031,0.00000,0,-122068,1
187365,-3.51052,0.00000,0,-122075,1
187456,-3.50988,0.00000,0,-122053,1
187546,-3.51037,0.00000,0,-122070,1
187638,-3.51008,0.00000,0,-122060,1
187729,-3.50988,0.00000,0,-122053,1
187820,-3.50967,0.00000,0,-122046,1
187911,-3.50947,0.00000,0,-122039,1
188001,-3.51034,0.00000,0,-122069,1
188092,-3.51031,0.00000,0,-122068,1
188183,-3.50999,0.00000,0,-122057,1
188275,-3.50860,0.00000,0,-122009,1
188366,-3.50982,0.00000,0,-122051,1
188456,-3.51174,0.00000,0,-122117,1
188547,-3.51066,0.00000,0,-122080,1
188638,-3.51026,0.00000,0,-122066,1
188729,-3.50848,0.00000,0,-122005,1
188820,-3.50865,0.00000,0,-122011,1
188910,-3.50953,0.00000,0,-122041,1
189002,-3.51136,0.00000,0,-122104,1
189093,-3.50979,0.00000,0,-122050,1
189184,-3.50973,0.00000,0,-122048,1
189274,-3.50932,0.00000,0,-122034,1
189365,-3.50874,0.00000,0,-122014,1
189456,-3.50988,0.00000,0,-122053,1
189547,-3.51087,0.00000,0,-122087,1
189639,-3.50921,0.00000,0,-122030,1
189729,-3.51119,0.00000,0,-122098,1
189820,-3.50950,0.00000,0,-122040,1
189911,-3.50874,0.00000,0,-122014,1
190002,-3.50851,0.00000,0,-122006,1
190093,-3.50894,0.00000,0,-122021,1
190183,-3.50860,0.00000,0,-122009,1
190274,-3.50897,0.00000,0,-122022,1
190366,-3.50900,0.00000,0,-122023,1
190457,-3.50967,0.00000,0,-122046,1
190548,-3.50921,0.00000,0,-122030,1
190638,-3.50769,0.00000,0,-121978,1
190729,-3.50822,0.00000,0,-121996,1
190820,-3.50959,0.00000,0,-122043,1
190911,-3.50801,0.00000,0,-121989,1
191002,-3.50944,0.00000,0,-122038,1
191093,-3.50941,0.00000,0,-122037,1
191184,-3.50807,0.00000,0,-121991,1
1912
